0	17.378271	233.865093
1	6.931437	242.277801
2	6.919742	237.898943
3	6.868682	233.816353
4	6.826771	230.318056
5	6.793677	227.325189
6	6.767958	224.763459
7	6.748382	222.570281
8	6.733922	220.692819
9	6.723712	219.086262
10	6.717024	217.712441
11	6.713242	216.538735
12	6.711844	215.537179
13	6.712391	214.683741
14	6.714506	213.957731
15	6.717873	213.341305
16	6.722224	212.819059
17	6.727332	212.377682
18	6.733005	212.005666
19	6.739083	211.693059
20	6.745431	211.431257
21	6.751936	211.212817
22	6.758506	211.031309
23	6.765064	210.881178
24	6.771547	210.757627
25	6.777905	210.656524
26	6.784098	210.574304
27	6.790094	210.507903
28	6.795869	210.454688
29	6.801406	210.412400
30	6.806691	210.379105
31	6.811717	210.353150
32	6.816480	210.333125
33	6.820977	210.317831
34	6.825211	210.306252
35	6.829184	210.297526
36	6.832901	210.290929
37	6.836369	210.285854
38	6.839594	210.281792
39	6.842584	210.278321
40	6.845348	210.275094
41	6.847894	210.271823
42	6.850232	210.268278
43	6.852370	210.264273
44	6.854319	210.259660
45	6.856086	210.254326
46	6.857681	210.248183
47	6.859113	210.241168
48	6.860391	210.233238
49	6.861521	210.224364
50	6.862513	210.214532
51	6.863375	210.203739
52	6.864113	210.191991
53	6.864735	210.179301
54	6.865247	210.165687
55	6.865656	210.151172
56	6.865968	210.135784
57	6.866189	210.119551
58	6.866325	210.102504
59	6.866380	210.084675
60	6.866359	210.066098
61	6.866267	210.046806
62	6.866109	210.026831
63	6.865889	210.006207
64	6.865610	209.984964
65	6.865277	209.963135
66	6.864892	209.940751
67	6.864458	209.917839
68	6.863980	209.894428
69	6.863460	209.870547
70	6.862900	209.846219
71	6.862303	209.821471
72	6.861671	209.796325
73	6.861007	209.770804
74	6.860312	209.744929
75	6.859589	209.718719
76	6.858838	209.692195
77	6.858063	209.665373
78	6.857264	209.638269
79	6.856443	209.610901
80	6.855602	209.583282
81	6.854741	209.555426
82	6.853861	209.527346
83	6.852965	209.499054
84	6.852052	209.470561
85	6.851124	209.441877
86	6.850182	209.413012
87	6.849226	209.383976
88	6.848258	209.354776
89	6.847277	209.325420
90	6.846286	209.295915
91	6.845283	209.266268
92	6.844270	209.236485
93	6.843248	209.206571
